ef_group,n_samples,mean_target_ef,mean_prediction,mean_error,mean_abs_error,median_abs_error,max_abs_error
High EF (>=55),38,61.573684210526324,54.68735747368421,-6.886326558966386,6.994611358642579,4.811440658569335,26.49157791137695
Low EF (<40),12,32.233333333333334,54.18183058333333,21.94849707285563,21.94849707285563,18.712669372558594,45.32191467285156
Mid EF (40-55),30,47.78666666666666,53.238023,5.45135632832845,5.955036849975586,5.93769111633301,14.32730484008789
